1.616530600142764342e+02,1.651141885565328948e+02,1.827468641713928719e+02,1.868642872197986833e+02,1.364321038799748464e+02,3.412318689337332671e+02,2.072113803256943072e+02,2.422133243360819677e+02,2.688542776829225431e+02,9.905645663955179714e+01,9.941041868790324543e+01,2.702783161525734954e+02,1.857862849466318096e+02,1.770540535043514581e+02,1.694438589950193261e+02,1.887781404869782875e+02,4.000000000000000000e+00
1.611550088413181356e+02,1.637244651702045530e+02,1.827606998649135619e+02,1.895830368023413541e+02,1.359271040540655235e+02,3.407646887813689318e+02,2.078218576202030761e+02,2.426368898610390090e+02,2.685546443774727550e+02,9.853209189100533649e+01,9.886547486344511526e+01,2.698767784714134450e+02,1.855540587832088590e+02,1.770421373181306990e+02,1.696891695140276681e+02,1.886553134195918915e+02,4.000000000000000000e+00
1.611301882993528807e+02,1.623828841962411786e+02,1.829235476327669971e+02,1.902187725328604984e+02,1.358079089922217406e+02,3.405902752581845334e+02,2.081446089922526710e+02,2.428047135154826037e+02,2.683956262577491998e+02,9.827336451501628289e+01,9.851630256689770704e+01,2.696416898264969291e+02,1.853494620926810796e+02,1.770040026320896800e+02,1.698793236908514928e+02,1.886316746885193538e+02,4.000000000000000000e+00
1.608328114739074977e+02,1.616304331086610944e+02,1.831115039577933317e+02,1.898489605747226676e+02,1.355415749112465562e+02,3.404378597843395937e+02,2.083533678713015149e+02,2.429646707771410092e+02,2.682940066117449760e+02,9.800902464449144702e+01,9.828021282035359718e+01,2.694909049179794351e+02,1.851927830320309454e+02,1.770454130975764997e+02,1.700137937913913788e+02,1.885181197265120261e+02,4.000000000000000000e+00
1.605795046499571015e+02,1.614846813599919528e+02,1.835895625667316722e+02,1.897943778114986912e+02,1.353832512353348250e+02,3.404616779594002196e+02,2.085680412599155886e+02,2.432658981652230636e+02,2.681636473280017867e+02,9.778307750924388131e+01,9.797733400199655307e+01,2.692806984709591802e+02,1.850020913466212846e+02,1.770383336548144371e+02,1.701863133260052621e+02,1.885023790382847153e+02,4.000000000000000000e+00
1.604178621207628908e+02,1.615681112928165248e+02,1.838290911569926607e+02,1.905529852850916086e+02,1.352290655499858190e+02,3.404663878039682459e+02,2.083595924437894951e+02,2.431964689935612682e+02,2.681231872564999890e+02,9.772274155228932102e+01,9.781653688656064105e+01,2.691814057148488928e+02,1.849240299014289235e+02,1.770283120256883365e+02,1.703066503699392911e+02,1.885413358374404140e+02,4.000000000000000000e+00
1.601833265798971695e+02,1.616770888670879458e+02,1.840274000952710480e+02,1.911176958259881928e+02,1.350163809569372404e+02,3.405205245476283267e+02,2.080009078153292705e+02,2.430904185790350311e+02,2.680555244593659836e+02,9.764089163238062952e+01,9.767976505012779853e+01,2.690885846965783799e+02,1.848473182782885829e+02,1.770611278792539451e+02,1.703757594092382135e+02,1.885523069358022781e+02,4.000000000000000000e+00
1.599051224759470244e+02,1.618769997323851726e+02,1.838896245676055514e+02,1.914090638028675073e+02,1.347481593829749329e+02,3.406144425713163741e+02,2.076269463755617153e+02,2.430700516896351360e+02,2.680604849292134304e+02,9.763730705494538142e+01,9.764399657585960313e+01,2.690658231175551691e+02,1.848204527465228466e+02,1.770974394316267251e+02,1.704164883533538557e+02,1.885714839373902407e+02,4.000000000000000000e+00
1.596990637447236168e+02,1.619709154191976950e+02,1.838586426438255330e+02,1.915082298079113059e+02,1.345248694386388877e+02,3.406390894175146400e+02,2.073647864722741474e+02,2.430417958383677615e+02,2.680875124513572132e+02,9.765030183857513180e+01,9.758253446146073884e+01,2.690431725012825837e+02,1.847534242220719420e+02,1.771470537383881378e+02,1.705049779898964459e+02,1.886071293372925766e+02,4.000000000000000000e+00
1.594924307268882728e+02,1.625918892902164146e+02,1.839582103297938147e+02,1.921247698704338518e+02,1.343021506119252706e+02,3.408051706531144305e+02,2.070992125308103482e+02,2.431538929158984104e+02,2.680919565234884203e+02,9.764361686738736523e+01,9.754253664205640462e+01,2.690218446663103578e+02,1.847360903532644727e+02,1.772535280900217742e+02,1.705494198814320157e+02,1.886217722010770217e+02,4.000000000000000000e+00
