1.869001116632047399e+02,1.772007579816011287e+02,1.824841827760677404e+02,1.778119624157720864e+02,1.347722458757189834e+01,3.468175304004501527e+02,9.832061082809593699e+01,2.648170223329400983e+02,2.596267872555761755e+02,9.278289294754208072e+01,8.894113467821368602e+01,2.705608845679440719e+02,1.835296347942422699e+02,1.802538798645504130e+02,1.706856525773625037e+02,1.822220083795980088e+02,7.000000000000000000e+00
1.862515630737399306e+02,1.775115712088268083e+02,1.831877203013725079e+02,1.772503808093754003e+02,1.355938022604409454e+01,3.465745148148022281e+02,9.853938575909728570e+01,2.650769608489251823e+02,2.602376141584013567e+02,9.376005465947102380e+01,8.972952712607353476e+01,2.707449386937881286e+02,1.839819158822756151e+02,1.800106655099774855e+02,1.705080870323277793e+02,1.830151159656828668e+02,7.000000000000000000e+00
1.859813550455633901e+02,1.776123879916256101e+02,1.833401877963648019e+02,1.770461592649597833e+02,1.358883209525310320e+01,3.463234299322978700e+02,9.865152089788284684e+01,2.651366552918164530e+02,2.605287339152663435e+02,9.427927047215523260e+01,9.000705206689346483e+01,2.706021135737905183e+02,1.841457494636630656e+02,1.796988113343722944e+02,1.705216818483729071e+02,1.836771568983647285e+02,7.000000000000000000e+00
1.856846551418923639e+02,1.774394387665318220e+02,1.832759961684602104e+02,1.771074740737878699e+02,1.362141526515834222e+01,3.461783189122803606e+02,9.873150373316025252e+01,2.651420650943990154e+02,2.607628670890958347e+02,9.461652480321257030e+01,9.033428521557107160e+01,2.706169228899692598e+02,1.845326690009264041e+02,1.793701482689167790e+02,1.704285818735247915e+02,1.839996019132433389e+02,7.000000000000000000e+00
1.855203340704422601e+02,1.772734448499708151e+02,1.832317377885225653e+02,1.772079582946836354e+02,1.367131455203520751e+01,3.460777472888318584e+02,9.877500267396754907e+01,2.650948038826926449e+02,2.611643178020843834e+02,9.507768627401281947e+01,9.072692775385377217e+01,2.708799826785601681e+02,1.846012084927725709e+02,1.791149489063154476e+02,1.704373900482306396e+02,1.841977035954527082e+02,7.000000000000000000e+00
1.851708348679584049e+02,1.771501293774009866e+02,1.826324489057616631e+02,1.772442092219197036e+02,1.370763075549010956e+01,3.459774347800191094e+02,9.876045176385997593e+01,2.649687252259874981e+02,2.614873186775433851e+02,9.542578811514194115e+01,9.099016484783371084e+01,2.710346911622948483e+02,1.846681103487464384e+02,1.789606955035382043e+02,1.704971538297097027e+02,1.843910969528471071e+02,7.000000000000000000e+00
1.851081969773432547e+02,1.771238461700742448e+02,1.827619224009760899e+02,1.772212500066682423e+02,1.376375261211864931e+01,3.459125069164351203e+02,9.880894466458744319e+01,2.649067756227720452e+02,2.617487035382445697e+02,9.569778019211267406e+01,9.124455230823500074e+01,2.712499449395336910e+02,1.846858541683096746e+02,1.789431618394166037e+02,1.705041512300095405e+02,1.844478352525789830e+02,7.000000000000000000e+00
1.851124754003207329e+02,1.770453996632244014e+02,1.827925254054956952e+02,1.771120719685685003e+02,1.383336138387508818e+01,3.458646265202260679e+02,9.888725564896219566e+01,2.648489290658534969e+02,2.619434130498090667e+02,9.587382133034937226e+01,9.138176080529515843e+01,2.713797988966150569e+02,1.846652667646488339e+02,1.788886977945101080e+02,1.705616522445138799e+02,1.844940224337343295e+02,7.000000000000000000e+00
1.851181604900074831e+02,1.771603088221568214e+02,1.831673199068378040e+02,1.768568250447627008e+02,1.390050456236916077e+01,3.458499608115919273e+02,9.890530088453391500e+01,2.648289705109290253e+02,2.621951782752005897e+02,9.616939165237288023e+01,9.161089731876687381e+01,2.715716816142008838e+02,1.845999077002730360e+02,1.788139951669774064e+02,1.705842809564336733e+02,1.845977100381719822e+02,7.000000000000000000e+00
1.851426584313332455e+02,1.771135565364967022e+02,1.833341907083147362e+02,1.768140197780307119e+02,1.393749252254737847e+01,3.457787053812888871e+02,9.893006582779065639e+01,2.647575857574244651e+02,2.625304757002252245e+02,9.651678277111751925e+01,9.194887395577170253e+01,2.719203012183525630e+02,1.845630829341449157e+02,1.787959111819330360e+02,1.705816017444535646e+02,1.845964815527649421e+02,7.000000000000000000e+00
1.851714789585433607e+02,1.770283744828447539e+02,1.832902923419727017e+02,1.768240991082184337e+02,1.394776218149967839e+01,3.457012249153538050e+02,9.891810734380567283e+01,2.646450517495413806e+02,2.626063142683326532e+02,9.657979594021412595e+01,9.201676358421030955e+01,2.720169138346224713e+02,1.845300952629985431e+02,1.788105170149488288e+02,1.705895506841223153e+02,1.845628821055916262e+02,7.000000000000000000e+00
