1.922420160164937215e+02,8.003251829425288122e+01,1.754428907357260812e+02,1.997994625111957703e+02,1.795403351584563438e+02,1.736919127139928207e+02,1.753298103930068805e+02,1.881973175713859234e+02,0.000000000000000000e+00
1.907477564105109877e+02,7.900698215141269998e+01,1.763163678735883764e+02,1.984161615345273617e+02,1.795762778495845566e+02,1.741647840557406255e+02,1.753231300362448337e+02,1.877937051187142288e+02,0.000000000000000000e+00
1.905391515327532659e+02,8.008136537841095048e+01,1.762964009432804460e+02,1.862030344105810968e+02,1.797548536429608248e+02,1.748094837616845609e+02,1.749076981866698759e+02,1.883056056011050998e+02,0.000000000000000000e+00
1.923037667576057004e+02,8.093841070132299365e+01,1.760471972932237463e+02,1.839431921946221280e+02,1.796246910939092629e+02,1.745555276515955825e+02,1.752800619159265239e+02,1.886374084762989582e+02,0.000000000000000000e+00
1.930882771903594346e+02,7.555589806486412385e+01,1.764082318239732103e+02,1.913327705865110033e+02,1.792023179918426194e+02,1.744594062386460394e+02,1.754989460814401525e+02,1.886106938751877067e+02,0.000000000000000000e+00
1.918086325571999566e+02,7.090528199277159160e+01,1.771560215202556776e+02,1.965126602769256010e+02,1.791570486228240497e+02,1.743441361286463973e+02,1.754437327788041898e+02,1.887258928157698961e+02,0.000000000000000000e+00
1.911608965887012346e+02,7.445039477431433284e+01,1.777496029758570728e+02,1.950201733180856820e+02,1.790624054893080483e+02,1.743513529967596298e+02,1.756012074279699675e+02,1.881269519162356119e+02,0.000000000000000000e+00
1.918839908885369425e+02,7.890479440146880563e+01,1.768385589526498620e+02,1.974417937334989688e+02,1.789350029051302897e+02,1.740004949184015288e+02,1.761087668955740071e+02,1.883393950506240628e+02,0.000000000000000000e+00
1.894109664429938391e+02,7.260211347065013854e+01,1.753782142147700256e+02,1.917410474736267645e+02,1.804670327254787594e+02,1.769258917244191025e+02,1.748710178913626123e+02,1.881432219086612747e+02,0.000000000000000000e+00
1.864002170843936597e+02,7.422053353432289668e+01,1.754960497033251556e+02,1.928459113606728295e+02,1.881625296082652596e+02,1.781776253103166141e+02,1.703008500822235476e+02,1.877349247801447802e+02,0.000000000000000000e+00
