1.859413940374419951e+02,1.783627178175907773e+02,1.752561478003391642e+02,1.892044144414122115e+02,1.825569989417907948e+02,1.804476812980800275e+02,1.732064710290432856e+02,1.840407142403678904e+02,4.000000000000000000e+00
1.827494415640967986e+02,1.777037662020841537e+02,1.758911601866393823e+02,1.899910129221277373e+02,1.817330598539926143e+02,1.795697442987318198e+02,1.729643216379535033e+02,1.835925423809210315e+02,4.000000000000000000e+00
1.823117584511596476e+02,1.775297360437436112e+02,1.762940798531144821e+02,1.897104917707466143e+02,1.815147361986547025e+02,1.780071920081695680e+02,1.730187328222835106e+02,1.835150966827151535e+02,4.000000000000000000e+00
1.842132247987406402e+02,1.756663914644508111e+02,1.725030526945181464e+02,1.886307979329151010e+02,1.845180623847314791e+02,1.760455001623991222e+02,1.723686449329044592e+02,1.780996922533769862e+02,4.000000000000000000e+00
1.828399394747023905e+02,1.775081351093901390e+02,1.750090318089745836e+02,1.900381088901882265e+02,1.851684521907692726e+02,1.762109887168030298e+02,1.716839558754574284e+02,1.907923430819275552e+02,4.000000000000000000e+00
1.805854701970531266e+02,1.878429356092839839e+02,1.764604388483943183e+02,1.816863608882107428e+02,1.829625706236659255e+02,1.547661732850363876e+02,1.670207073123567909e+02,2.149853471008481733e+02,4.000000000000000000e+00
1.864256298019730878e+02,1.904078819077984974e+02,1.769006589543849373e+02,1.834322492068637871e+02,1.792727900085180011e+02,1.616888123828318271e+02,1.659595004247909174e+02,2.042689812912448133e+02,4.000000000000000000e+00
1.811461563825541532e+02,1.840484137394772972e+02,1.725759350935036593e+02,1.912028425167622743e+02,1.847291885036434280e+02,1.798407666415266135e+02,1.707348795691415830e+02,1.780693595047696078e+02,4.000000000000000000e+00
1.725208595323061047e+02,1.728755787770243728e+02,1.720827963542587042e+02,1.907294348649387246e+02,1.782064044307053621e+02,1.882665774235423726e+02,1.751856515785241015e+02,1.541748075002224141e+02,4.000000000000000000e+00
1.759988076561716639e+02,1.733404078843248612e+02,1.711758969898741611e+02,1.924518306497657534e+02,1.867160599799423721e+02,2.669952625418574144e+02,1.687908456483951056e+02,7.572297103203713675e+01,4.000000000000000000e+00
1.839435201920402676e+02,1.877618921739805558e+02,1.727365551455659727e+02,1.791497990561834399e+02,1.835914335185182438e+02,8.257183988284147347e+01,1.646063541202089198e+02,2.932683193543886659e+02,4.000000000000000000e+00
1.838330041268422406e+02,1.808582477214376922e+02,1.721849323888153265e+02,1.881539083574799918e+02,1.809882637052816960e+02,1.544846192928149264e+02,1.681327559758528309e+02,2.125770646570853160e+02,4.000000000000000000e+00
1.805765986354662402e+02,1.867677658477323348e+02,1.718877571583819588e+02,1.862981486445074779e+02,1.837472881364295461e+02,1.663468738240130165e+02,1.685953071237494214e+02,1.918043003758817235e+02,4.000000000000000000e+00
1.756388538995534532e+02,1.846419222278537120e+02,1.710715799331164817e+02,1.844240038778556254e+02,1.829402432258020497e+02,1.991239444776131506e+02,1.724672498531353142e+02,1.428703069229454741e+02,4.000000000000000000e+00
1.743767507008542452e+02,1.912358019450887525e+02,1.785702654830302549e+02,1.866738730696281152e+02,1.845349557973397907e+02,1.705959687538288847e+02,1.599797462180194714e+02,1.876492952545077628e+02,4.000000000000000000e+00
