4.019568300000000249e+01,4.899116499999999874e+00,3.421416799999999814e+00,3.213020699999999863e+01,1.395769500000000107e+02,4.549932499999999713e+00,3.331672700000000020e+01,1.405371199999999874e+02,2.637680999999999898e+01,4.015363299999999924e+01,1.453708200000000090e+02,4.011781700000000228e+01,3.751785000000000281e+01,1.550181399999999883e+02,2.504325299999999999e+01,0.000000000000000000e+00
2.458352000000000004e+01,4.875761999999999929e+00,7.960778699999999652e+00,3.212938299999999714e+01,1.413630400000000122e+02,8.989480000000000359e+00,3.923554200000000236e+01,1.387217899999999986e+02,9.086611999999999512e+01,4.653614999999999924e+01,1.440680000000000121e+02,7.139019999999999300e+01,4.287763600000000253e+01,1.466187700000000120e+02,4.884192300000000131e+01,0.000000000000000000e+00
1.873838399999999993e+01,9.136070999999999387e+00,1.201135900000000056e+01,3.206811499999999882e+01,1.332838999999999885e+02,6.214232299999999753e+01,4.232224699999999729e+01,1.310212199999999996e+02,1.133895600000000030e+02,4.521830700000000292e+01,1.404461200000000076e+02,7.616637000000000057e+01,3.861140400000000028e+01,1.438224199999999939e+02,3.449999199999999888e+01,0.000000000000000000e+00
1.657629000000000019e+01,9.943317000000000405e+00,1.591236999999999924e+01,3.123219100000000026e+01,1.310963700000000074e+02,6.443625000000000114e+01,4.113826000000000249e+01,1.299710100000000068e+02,1.173619699999999995e+02,4.618282700000000318e+01,1.375434700000000134e+02,8.632733000000000345e+01,4.479748000000000019e+01,1.379767200000000003e+02,4.577500500000000017e+01,0.000000000000000000e+00
9.750987000000000293e+00,1.214263399999999926e+01,1.585163200000000039e+01,4.048837699999999984e+01,1.221440199999999976e+02,8.569768999999999437e+01,5.252196500000000157e+01,1.195186700000000002e+02,1.216771600000000007e+02,5.545203000000000060e+01,1.279858859999999936e+02,1.020973999999999933e+02,6.462100999999999829e+01,1.177923049999999989e+02,7.195412000000000319e+01,0.000000000000000000e+00
8.835805999999999827e+00,1.618991000000000113e+01,2.352212099999999850e+01,5.244800599999999946e+01,1.101645500000000055e+02,9.800567999999999813e+01,6.572159600000000523e+01,1.052827099999999945e+02,1.375606400000000065e+02,6.209095400000000353e+01,1.210383149999999972e+02,1.122099400000000031e+02,6.396248200000000139e+01,1.164017640000000000e+02,8.612583999999999662e+01,0.000000000000000000e+00
7.850891599999999748e+00,1.744097999999999971e+01,2.428289799999999943e+01,5.864403500000000236e+01,1.045494300000000010e+02,1.069036250000000052e+02,7.117031000000000063e+01,1.002878199999999964e+02,1.414266499999999951e+02,6.690667999999999438e+01,1.164928359999999969e+02,1.167999400000000065e+02,7.195502000000000464e+01,1.081812099999999930e+02,9.302579500000000223e+01,0.000000000000000000e+00
6.308593799999999696e+00,1.575653999999999932e+01,2.204957999999999885e+01,5.837237999999999971e+01,1.047250899999999945e+02,1.016713199999999944e+02,7.322414399999999546e+01,9.803189000000000419e+01,1.414217800000000125e+02,6.703189000000000419e+01,1.172575300000000027e+02,1.160595399999999984e+02,7.158642000000000394e+01,1.099726500000000016e+02,9.353023000000000309e+01,0.000000000000000000e+00
4.833733600000000408e+00,1.561880200000000052e+01,1.682609000000000066e+01,6.149034000000000333e+01,1.019260400000000004e+02,9.575843999999999312e+01,7.651145999999999958e+01,9.492219500000000210e+01,1.396878499999999974e+02,7.013682599999999923e+01,1.140596699999999970e+02,1.119721899999999977e+02,6.728011999999999659e+01,1.132595440000000053e+02,8.442816999999999439e+01,0.000000000000000000e+00
4.167318299999999809e+00,1.709829099999999968e+01,1.571212700000000062e+01,7.760497999999999763e+01,8.998595400000000666e+01,9.611876999999999782e+01,9.035832000000000619e+01,8.372089400000000126e+01,1.297963599999999929e+02,8.224240000000000350e+01,1.022834500000000020e+02,1.143652400000000000e+02,7.709356999999999971e+01,1.021785349999999966e+02,9.047864500000000021e+01,0.000000000000000000e+00
