3.167834854125976562e+01,4.008184051513671875e+01,5.117254257202148438e+01,3.625313186645507812e+01,1.306567230224609375e+02,6.486625671386718750e+01,3.959725952148437500e+01,1.378662109375000000e+02,9.762749481201171875e+01,3.777085494995117188e+01,1.492541046142578125e+02,6.650290679931640625e+01,4.309344863891601562e+01,1.439691162109375000e+02,4.384895706176757812e+01,1.300000000000000000e+01
3.633553695678710938e+01,4.211898422241210938e+01,4.970269012451171875e+01,3.231845855712890625e+01,1.373391876220703125e+02,3.440551376342773438e+01,3.097057914733886719e+01,1.472645568847656250e+02,5.729962539672851562e+01,3.023786735534667969e+01,1.558387756347656250e+02,4.228841018676757812e+01,3.319337081909179688e+01,1.539797668457031250e+02,2.724774551391601562e+01,1.300000000000000000e+01
3.621668624877929688e+01,4.671171951293945312e+01,4.835502243041992188e+01,3.307168197631835938e+01,1.344820404052734375e+02,3.434769821166992188e+01,3.128026199340820312e+01,1.461577148437500000e+02,5.823736572265625000e+01,2.991577720642089844e+01,1.565028228759765625e+02,4.401187515258789062e+01,3.081354904174804688e+01,1.570046691894531250e+02,2.790350341796875000e+01,1.300000000000000000e+01
4.100458526611328125e+01,4.918743133544921875e+01,5.614123535156250000e+01,3.427615356445312500e+01,1.310419921875000000e+02,3.885824203491210938e+01,3.433486175537109375e+01,1.410718536376953125e+02,7.821047210693359375e+01,3.102833557128906250e+01,1.545480041503906250e+02,5.354832458496093750e+01,3.428978347778320312e+01,1.535499877929687500e+02,3.339556503295898438e+01,1.300000000000000000e+01
4.178638839721679688e+01,4.821936416625976562e+01,6.072926330566406250e+01,3.241510391235351562e+01,1.294273834228515625e+02,5.681114196777343750e+01,3.789795684814453125e+01,1.352924499511718750e+02,9.935690307617187500e+01,3.909830474853515625e+01,1.445196990966796875e+02,7.120429992675781250e+01,5.477341079711914062e+01,1.319279174804687500e+02,5.214433288574218750e+01,1.300000000000000000e+01
4.319174957275390625e+01,4.710566711425781250e+01,6.546936798095703125e+01,4.041144943237304688e+01,1.211917343139648438e+02,6.771131134033203125e+01,5.224092102050781250e+01,1.221674041748046875e+02,1.024400253295898438e+02,5.843180084228515625e+01,1.261631088256835938e+02,8.116063690185546875e+01,8.196310424804687500e+01,1.039378814697265625e+02,7.033554840087890625e+01,1.300000000000000000e+01
3.945517349243164062e+01,4.889451980590820312e+01,7.197482299804687500e+01,3.540782546997070312e+01,1.293050994873046875e+02,5.615736770629882812e+01,4.027641677856445312e+01,1.365124969482421875e+02,9.459462738037109375e+01,4.394679641723632812e+01,1.427410736083984375e+02,7.142281341552734375e+01,4.997367477416992188e+01,1.391690063476562500e+02,5.337140274047851562e+01,1.300000000000000000e+01
4.193592834472656250e+01,5.343140029907226562e+01,8.150450897216796875e+01,2.430877494812011719e+01,1.407325592041015625e+02,2.698813247680664062e+01,2.127641487121582031e+01,1.528042144775390625e+02,4.632885360717773438e+01,1.851027488708496094e+01,1.627186889648437500e+02,4.074278259277343750e+01,2.636317825317382812e+01,1.537234344482421875e+02,3.425730514526367188e+01,1.300000000000000000e+01
3.548146057128906250e+01,5.385323715209960938e+01,8.077896881103515625e+01,2.905334472656250000e+01,1.352183990478515625e+02,3.865734863281250000e+01,2.820349121093750000e+01,1.459545135498046875e+02,7.352745819091796875e+01,2.674659919738769531e+01,1.563299713134765625e+02,5.848706817626953125e+01,3.375505447387695312e+01,1.493774871826171875e+02,4.307964324951171875e+01,1.300000000000000000e+01
4.254309082031250000e+01,4.164139175415039062e+01,4.814741897583007812e+01,3.927723693847656250e+01,1.242720031738281250e+02,6.927606201171875000e+01,4.501363372802734375e+01,1.317244873046875000e+02,9.386566162109375000e+01,5.029813766479492188e+01,1.359867401123046875e+02,7.608519744873046875e+01,6.268266296386718750e+01,1.257058792114257812e+02,6.579967498779296875e+01,1.300000000000000000e+01
