2.562851587835299938e+02,2.790309606560357452e+02,1.680990263904585618e+02,1.792814347360398131e+02,4.501712688235864590e+01,2.697481774259044869e+02,1.354255913866093692e+02,1.935601875751638090e+02,2.572299274253431349e+02,9.063347307035174083e+01,8.522766243817085297e+01,2.697677590001993622e+02,1.818856432675741530e+02,1.835663611140769262e+02,1.720022649871722535e+02,1.808657140701523929e+02,5.000000000000000000e+00
2.568252224747129162e+02,2.778961102641428624e+02,1.703319741230448017e+02,1.791456517331313307e+02,4.504626887688025505e+01,2.684493257096460184e+02,1.354059159671436987e+02,1.922902330755824494e+02,2.574650720307802771e+02,9.094633230645324318e+01,8.528043646839560665e+01,2.694981933219243615e+02,1.816436477454892895e+02,1.828817502540941007e+02,1.721846355623846136e+02,1.814481389845288675e+02,5.000000000000000000e+00
2.571395267661759476e+02,2.773255406925379134e+02,1.722390980017782169e+02,1.791629855239716846e+02,4.510016118759724435e+01,2.673888863621726273e+02,1.353024263107707554e+02,1.911856699189387996e+02,2.575489068812681239e+02,9.114342531486080645e+01,8.533757686951845756e+01,2.693617403815105718e+02,1.815470298852202120e+02,1.825268264967354241e+02,1.722113300117497090e+02,1.817816849333501921e+02,5.000000000000000000e+00
2.572053023151287903e+02,2.769660466966761305e+02,1.731022101798992594e+02,1.792259399676600822e+02,4.511392012929501760e+01,2.670117237089778541e+02,1.352604931212678991e+02,1.908136386202512824e+02,2.575812992344190206e+02,9.123664115371954608e+01,8.523976826390997985e+01,2.692852373540303006e+02,1.812716692742290832e+02,1.824075049522747065e+02,1.723415309705090124e+02,1.819514037996892739e+02,5.000000000000000000e+00
2.572927019778610997e+02,2.768848632187502403e+02,1.742639831066511817e+02,1.790320205581088260e+02,4.514738933668235177e+01,2.666948071138813248e+02,1.352169523554982788e+02,1.904677569373974677e+02,2.576408118698125236e+02,9.134419867451276787e+01,8.523593296396109054e+01,2.692100678308447641e+02,1.811893613741341369e+02,1.822011838778502408e+02,1.724048789058514330e+02,1.821341308436680038e+02,5.000000000000000000e+00
2.575247366804088642e+02,2.765937390925599857e+02,1.741163017313791102e+02,1.789822892689982723e+02,4.522853604758429924e+01,2.663830208221060616e+02,1.352834317357164764e+02,1.901678339268990783e+02,2.576311390514619575e+02,9.136105646812274017e+01,8.522380626723736441e+01,2.691431094768615822e+02,1.811639331167263833e+02,1.820988791079346356e+02,1.724073327842245362e+02,1.822179469912611580e+02,5.000000000000000000e+00
2.576797639808243048e+02,2.763757849464125798e+02,1.740028170470674524e+02,1.789521343754947225e+02,4.527863680610907693e+01,2.661550690405441628e+02,1.353261011142174368e+02,1.899553735225708522e+02,2.576218768200583895e+02,9.137471699397670477e+01,8.521161063443706496e+01,2.690909216851383690e+02,1.811411172318418323e+02,1.820223719600760148e+02,1.724102661856213388e+02,1.822837953088383642e+02,5.000000000000000000e+00
2.578360917919506505e+02,2.763251903704264691e+02,1.742705586291226325e+02,1.789495720638617229e+02,4.532727463924053524e+01,2.660907653246612199e+02,1.353552695457978245e+02,1.898889725419765000e+02,2.576190656925848543e+02,9.138927800334290907e+01,8.516865837460902355e+01,2.690529911804686094e+02,1.810541795917288539e+02,1.819782858217625972e+02,1.724504073179758734e+02,1.823362868228743139e+02,5.000000000000000000e+00
2.578892390960274952e+02,2.761153844553712702e+02,1.742000647500169350e+02,1.788252427059385639e+02,4.535283565443872078e+01,2.658867220579250557e+02,1.353691564271806556e+02,1.896981694362836208e+02,2.576171640778902088e+02,9.141229068350683917e+01,8.516610968181632302e+01,2.690262113977673835e+02,1.810462532248971286e+02,1.819476692887674005e+02,1.724510543960738573e+02,1.823860792857394415e+02,5.000000000000000000e+00
2.579711817105108480e+02,2.760162047032945907e+02,1.741835228398556694e+02,1.787769309624312086e+02,4.536755046620285015e+01,2.657753072510298011e+02,1.353813807035580510e+02,1.896039171353505992e+02,2.576637670963932010e+02,9.147854674335880532e+01,8.508981937890307279e+01,2.689888442034930449e+02,1.808806002100416777e+02,1.818790454657054738e+02,1.725739477174901424e+02,1.824897025398657604e+02,5.000000000000000000e+00
